"replicate","condition","cell_type","n_cells","library_size_total_counts","library_size_pattern_genes","TIMP1","FTH1","SOD2","MS4A7","S100A11","TYROBP","FCGR3A","FCER1G","ACTB","SAT1","PSAP","CXCL16","FTL","PFN1","CTSS","ISG15","ISG20","IFI6","IFIT3","LY6E","IFIT1","MX1","IFIT2","IRF7","TNFSF10","OAS1","PLSCR1","BST2","ANXA1","SH3BGRL3","GAPDH","S100A6","VIM","S100A10","EMP3","RGCC","CLIC1","CCL5","ALOX5AP","CD63","C15orf48","LGALS1","CCR7","HSPA8","LTB","ACTG1","SELL","HSP90AB1","HSP90AA1","CREM","CD74","HLA.DRA","HLA.DRB1","HLA.DPA1","HLA.DPB1","HLA.DQB1","HLA.DQA1","HLA.DMA","HERPUD1","CXCL10","APOBEC3A","IFITM3","RSAD2","TYMP","IDO1","TIMP1__cpm","FTH1__cpm","SOD2__cpm","MS4A7__cpm","S100A11__cpm","TYROBP__cpm","FCGR3A__cpm","FCER1G__cpm","ACTB__cpm","SAT1__cpm","PSAP__cpm","CXCL16__cpm","FTL__cpm","PFN1__cpm","CTSS__cpm","ISG15__cpm","ISG20__cpm","IFI6__cpm","IFIT3__cpm","LY6E__cpm","IFIT1__cpm","MX1__cpm","IFIT2__cpm","IRF7__cpm","TNFSF10__cpm","OAS1__cpm","PLSCR1__cpm","BST2__cpm","ANXA1__cpm","SH3BGRL3__cpm","GAPDH__cpm","S100A6__cpm","VIM__cpm","S100A10__cpm","EMP3__cpm","RGCC__cpm","CLIC1__cpm","CCL5__cpm","ALOX5AP__cpm","CD63__cpm","C15orf48__cpm","LGALS1__cpm","CCR7__cpm","HSPA8__cpm","LTB__cpm","ACTG1__cpm","SELL__cpm","HSP90AB1__cpm","HSP90AA1__cpm","CREM__cpm","CD74__cpm","HLA-DRA__cpm","HLA-DRB1__cpm","HLA-DPA1__cpm","HLA-DPB1__cpm","HLA-DQB1__cpm","HLA-DQA1__cpm","HLA-DMA__cpm","HERPUD1__cpm","CXCL10__cpm","APOBEC3A__cpm","IFITM3__cpm","RSAD2__cpm","TYMP__cpm","IDO1__cpm"
"patient_1015","ctrl","NK cells",179,32281,10092,95,2128,39,12,91,218,111,136,426,50,45,5,558,478,19,108,135,41,19,176,13,39,11,51,24,21,43,84,267,376,253,109,306,69,205,150,188,1417,128,237,23,152,17,126,20,167,17,70,81,41,198,29,23,46,69,6,1,5,42,0,3,20,3,51,1,2942.90759270159,65921.1300765156,1208.14101174065,371.735695920201,2818.99569406152,6753.19847588365,3438.55518726186,4213.00455376227,13196.6172051671,1548.89873300084,1394.00885970075,154.889873300084,17285.7098602893,14807.471887488,588.581518540318,3345.62126328181,4182.02657910226,1270.09696106069,588.581518540318,5452.12354016294,402.713670580217,1208.14101174065,340.757721260184,1579.87670766085,743.471391840401,650.537467860351,1332.05291038072,2602.14987144141,8271.11923422447,11647.7184721663,7837.42758898423,3376.59923794182,9479.26024596512,2137.48025154115,6350.48480530343,4646.69619900251,5823.85923608315,43895.7900932437,3965.18075648214,7341.77999442397,712.493417180385,4708.65214832254,526.625569220284,3903.22480716211,619.559493200334,5173.32176822279,526.625569220284,2168.45822620117,2509.21594746135,1270.09696106069,6133.63898268331,NA,NA,NA,NA,NA,NA,NA,1301.0749357207,0,92.9339239800502,619.559493200334,92.9339239800502,1579.87670766085,30.9779746600167
"patient_1015","stim","B cells",366,96255,54214,80,8364,138,5,143,16,1,21,1247,720,59,5,1562,555,211,4455,3838,1437,1380,833,980,1115,526,749,709,310,629,613,84,200,203,100,238,49,351,24,676,54,71,113,29,41,1266,629,193,332,266,746,650,632,4708,2814,1406,1058,894,284,357,60,503,3112,33,687,251,376,23,831.125655810088,86894.1873149447,1433.6917562724,51.9453534881305,1485.63710976053,166.225131162018,10.3890706976261,218.170484650148,12955.1711599397,7480.13090229079,612.95517115994,51.9453534881305,16227.728429692,5765.93423718248,2192.09391719911,46283.3099579243,39873.253337489,14929.0945924887,14336.917562724,8654.09589112254,10181.2892836736,11583.8138278531,5464.65118695133,7781.41395252195,7365.8511246169,3220.61191626409,6534.72546880682,6368.5003376448,872.681938600592,2077.81413952522,2108.9813516181,1038.90706976261,2472.59882603501,509.064464183679,3646.56381486676,249.337696743026,7023.01179159524,561.009817671809,737.624019531453,1173.96498883175,301.283050231157,425.95189860267,13152.5635031946,6534.72546880682,2005.09064464184,3449.17147161186,2763.49280556854,7750.24674042907,6752.89595345696,6565.89268089969,48911.7448444237,NA,NA,NA,NA,NA,NA,NA,5225.70256090593,32330.7880110124,342.839333021661,7137.29156926913,2607.65674510415,3906.29058230741,238.9486260454
"patient_1015","stim","CD14+ Monocytes",718,1051613,687289,9688,163203,15544,1100,7828,7587,447,5627,5846,12152,2049,478,115651,2736,1994,91122,14656,5266,7526,6220,6827,3240,5827,3078,6829,2857,3132,2428,5494,3540,2601,3254,3433,5374,5606,77,3977,213,55,5129,9815,4475,185,1102,51,1194,174,1246,2421,506,5345,7566,5111,2186,1764,373,401,378,372,44039,14279,11914,7751,8276,6674,9212.51448964591,155193.022528249,14781.1029342543,1046.01217367986,7443.80299596905,7214.63123791737,425.06131057718,5350.82772845144,5559.07924302952,11555.5817586888,1948.43540351821,454.539835471794,109974.867180227,2601.71755198918,1896.13479483422,86649.7466273239,13936.6858340473,5007.54555145286,7156.62510828603,5914.72338208067,6491.93191792038,3080.98131156614,5541.01176002959,2926.93224598783,6493.83375823616,2716.77889109397,2978.28193451393,2308.83414335882,5224.35534745196,3366.25735893337,2473.34333067393,3094.29419377661,3264.50890203906,5110.24492850507,5330.85840513573,73.2208521575903,3781.80946793164,202.545993630737,52.3006086839931,4877.26948982183,9333.28134969803,4255.36770656125,175.920229209795,1047.91401399564,48.4969280524299,1135.3986685216,165.460107472996,1184.84651673192,2302.17770225359,481.165599892736,5082.66824392623,NA,NA,NA,NA,NA,NA,NA,353.742298735371,41877.5728333522,13578.1889345225,11329.2627611108,7370.58214381146,7869.81522670412,6346.44113376309
"patient_1015","stim","CD4 T cells",835,157620,90368,195,32545,200,12,868,23,4,38,1982,1823,96,14,2227,1027,262,7388,4248,3180,2116,1754,1934,1892,1165,763,852,687,787,554,2718,1068,1158,453,790,546,698,466,323,665,860,133,48,102,1556,1075,901,639,854,679,754,1381,594,92,83,173,145,15,1,9,274,574,46,669,797,368,25,1237.15264560335,206477.604364928,1268.87450831113,76.1324704986677,5506.9153660703,145.92056845578,25.3774901662226,241.086156579114,12574.5463773633,11565.7911432559,609.059763989341,88.821215581779,14128.9176500444,6515.67060017764,1662.22560588758,46872.2243370131,26950.8945565284,20175.1046821469,13424.6922979317,11128.0294378886,12270.0164953686,12003.5528486233,7391.19401091232,4840.75624920695,5405.40540540541,4358.58393604872,4993.02119020429,3514.78238802182,17244.0045679482,6775.78987438142,7346.78340312143,2874.0007613247,5012.05430782896,3464.02740768938,4428.37203400584,2956.47760436493,2049.23233092247,4219.0077401345,5456.16038573785,843.8015480269,304.529881994671,647.125999238675,9871.84367466057,6820.20048217231,5716.27965994163,4054.05405405405,5418.09415048852,4307.82895571628,4783.65689633295,8761.57847988834,3768.55728968405,NA,NA,NA,NA,NA,NA,NA,1738.35807638625,3641.66983885294,291.841136911559,4244.38523030072,5056.46491561984,2334.72909529248,158.609313538891
"patient_1015","stim","CD8 T cells",60,12886,6280,3,803,12,0,50,19,12,10,158,86,9,1,162,99,20,689,453,347,195,205,151,184,76,75,68,89,116,78,292,90,133,42,61,64,39,32,48,459,76,25,3,16,21,81,7,87,24,18,39,49,88,16,22,43,28,4,0,4,31,11,2,68,51,35,1,232.810802421232,62315.6914480832,931.243209684929,0,3880.18004035387,1474.46841533447,931.243209684929,776.036008070774,12261.3689275182,6673.90966940866,698.432407263697,77.6036008070775,12571.7833307465,7682.75647990067,1552.07201614155,53468.8809560764,35154.4311656061,26928.4494800559,15132.7021573801,15908.7381654509,11718.1437218687,14279.0625485023,5897.87366133789,5820.27006053081,5277.04485488127,6906.72047182989,9002.01769362098,6053.08086295204,22660.2514356666,6984.32407263697,10321.2789073413,3259.35123389725,4733.81964923172,4966.63045165296,3026.54043147602,2483.31522582648,3724.97283873972,35620.0527704486,5897.87366133789,1940.09002017694,232.810802421232,1241.65761291324,1629.67561694863,6285.89166537327,543.225205649542,6751.51327021574,1862.48641936986,1396.86481452739,3026.54043147602,3802.57643954679,6829.11687102281,NA,NA,NA,NA,NA,NA,NA,2405.7116250194,853.639608877852,155.207201614155,5277.04485488127,3957.78364116095,2716.12602824771,77.6036008070775
"patient_1015","stim","Dendritic cells",36,66404,43035,417,6552,490,43,483,334,4,145,1134,307,95,3,4041,458,146,4224,922,436,493,454,420,384,258,323,460,240,278,304,365,276,370,240,307,449,346,1,214,67,16,263,627,388,464,181,36,153,29,154,401,46,2188,2187,1249,960,831,189,253,117,90,2922,497,777,402,455,677,6279.74218420577,98668.7548942835,7379.07354978616,647.551352328173,7273.65821336064,5029.81748087465,60.2373351002952,2183.6033973857,17077.2845009337,4623.21546894765,1430.63670863201,45.1780013252214,60854.7677850732,6897.1748689838,2198.66273116077,63610.6258659117,13884.705740618,6565.86952593217,7424.25155111138,6836.9375338835,6324.92018553099,5782.78416962834,3885.30811396904,4864.16480934883,6927.29353653394,3614.24010601771,4186.49478947051,4578.03746762243,5496.65682790193,4156.37612192037,5571.9534967773,3614.24010601771,4623.21546894765,6761.64086500813,5210.52948617553,15.0593337750738,3222.69742786579,1008.97536292994,240.949340401181,3960.60478284441,9442.20227697127,5843.02150472863,6987.53087163424,2725.73941328836,542.136015902656,2304.07806758629,436.72067947714,2319.13740136136,6038.79284380459,692.729353653394,32949.8222998615,NA,NA,NA,NA,NA,NA,NA,1355.34003975664,44003.3732907656,7484.48888621167,11701.1023432323,6053.85217757966,6851.99686765857,10195.168965725
"patient_1015","stim","FCGR3A+ Monocytes",159,237813,152533,2277,37008,2967,1298,2269,2242,1075,1616,1583,3055,818,385,15342,642,757,19567,3545,1267,2231,1621,2493,869,1232,1296,2624,867,913,628,1125,460,369,609,430,528,1053,9,1051,15,4,820,1908,430,14,733,22,318,72,381,734,207,1572,1616,1084,1040,611,96,75,62,114,13605,2607,3028,1061,1479,704,9574.74990854158,155618.069659775,12476.1892747663,5458.06999617346,9541.11003183173,9427.57544793598,4520.35843288634,6795.25509539008,6656.49060396194,12846.2279185747,3439.67739358235,1618.91906666162,64512.8735603184,2699.60010596561,3183.17333366973,82278.9334477089,14906.6703670531,5327.71547392279,9381.32061745994,6816.28001833373,10483.0265797076,3654.13160760766,5180.54101331719,5449.660026996,11033.8795608314,3645.7216384302,3839.15092951184,2640.73032172337,4730.60766232292,1934.29291081648,1551.63931324192,2560.83561453747,1808.14337315454,2220.23186285022,4427.84877193425,37.8448612985833,4419.43880275679,63.0747688309722,16.8199383549259,3448.08736275982,8023.11059529967,1808.14337315454,58.8697842422407,3082.25370354018,92.5096609520926,1337.18509921661,302.758890388667,1602.09912830669,3086.45868812891,870.431809867417,6610.23577348589,NA,NA,NA,NA,NA,NA,NA,479.368243115389,57208.8153296918,10962.394822823,12732.6933346789,4461.4886486441,6219.17220673386,2960.30915046696
"patient_1015","stim","NK cells",175,43237,18133,31,1733,24,5,109,258,45,145,415,202,34,2,315,340,73,2274,1339,866,650,691,434,506,192,295,338,239,358,335,632,285,175,52,221,86,120,84,209,1289,189,174,31,82,28,225,11,189,43,48,149,88,206,19,28,50,38,3,1,2,80,48,10,624,176,187,3,716.978513772926,40081.411753822,555.080139695169,115.641695769827,2520.98896778222,5967.11150172306,1040.77526192844,3353.60917732498,9598.26074889562,4671.924509101,786.363531234822,46.2566783079307,7285.42683349909,7863.63531234822,1688.36875823947,52593.8432361172,30968.8461271596,20029.141707334,15033.4204500775,15981.6823553901,10037.699192821,11702.9396119065,4440.64111756135,6822.86005041978,7817.37863404029,5527.67305779772,8279.9454171196,7747.99361657839,14617.1103453061,6591.57665888013,4047.45935194394,1202.6736360062,5111.36295302634,1989.03716724102,2775.40069847584,1942.78048893309,4833.82288317876,29812.4291694613,4371.25610009945,4024.33101278997,716.978513772926,1896.52381062516,647.59349631103,5203.8763096422,254.411730693619,4371.25610009945,994.51858362051,1110.16027939034,3446.12253394084,2035.29384554895,4764.43786571686,NA,NA,NA,NA,NA,NA,NA,1850.26713231723,1110.16027939034,231.283391539654,14432.0836320744,4070.5876910979,4324.99942179152,69.3850174618961
"patient_1016","ctrl","B cells",125,22473,12025,20,3169,10,4,37,3,0,4,634,72,40,4,623,265,52,33,168,13,6,24,8,29,2,21,3,8,10,43,11,143,177,32,105,23,115,45,79,24,54,39,6,46,290,106,92,143,26,155,116,59,1649,1019,642,362,466,144,189,74,246,1,0,0,0,41,1,889.956837093401,141013.660837449,444.9784185467,177.99136741868,1646.42014862279,133.49352556401,0,177.99136741868,28211.6317358608,3203.84461353624,1779.9136741868,177.99136741868,27722.1554754594,11791.9280914876,2313.88777644284,1468.42878120411,7475.63743158457,578.471944110711,266.98705112802,1067.94820451208,355.98273483736,1290.43741378543,88.9956837093401,934.454678948071,133.49352556401,355.98273483736,444.9784185467,1913.40719975081,489.476260401371,6363.19138521782,7876.1180082766,1423.93093934944,4672.27339474035,1023.45036265741,5117.25181328706,2002.40288346015,3515.32950651893,1067.94820451208,2402.88346015218,1735.41583233213,266.98705112802,2046.90072531482,12904.3741378543,4716.77123659503,4093.80145062964,6363.19138521782,1156.94388822142,6897.16548747386,5161.74965514173,2625.37266942553,73376.9412183509,NA,NA,NA,NA,NA,NA,NA,10946.4690962488,44.49784185467,0,0,0,1824.41151604147,44.49784185467
"patient_1016","ctrl","CD14+ Monocytes",393,334798,233218,12950,93408,2631,218,2962,3124,344,2702,5865,2320,1523,332,52576,3147,771,988,398,237,62,230,47,105,42,273,91,148,325,407,1834,3110,3049,2425,2963,2676,2282,179,1028,40,91,2673,3991,2227,32,365,38,853,6,296,637,72,2066,4744,1829,912,1244,235,46,257,174,209,475,340,99,1339,156,38680.0399046589,278998.082425821,7858.46988333264,651.138895692328,8847.12572954438,9330.99958781116,1027.48522989982,8070.53805578289,17518.0257946583,6929.55155048716,4549.01164284135,991.642721880059,157037.975137247,9399.69772818237,2302.88114026966,2951.03316029367,1188.77651598875,707.889533390283,185.186291435433,686.981403712089,140.383156410731,313.62194517291,125.448778069164,815.417057449567,271.805685816522,442.057598910388,970.734592201865,1215.65839700357,5477.92997568683,9289.18332845477,9106.98391268765,7243.17349566007,8850.1126052127,7992.87928840674,6816.05027509125,534.650744628104,3070.50818702621,119.475026732537,271.805685816522,7983.9186614018,11920.6207922389,6651.77211333401,95.5800213860298,1090.2096189344,113.50127539591,2547.80494507136,17.9212540098806,884.115197820776,1902.63980071566,215.055048118567,6170.88513073555,NA,NA,NA,NA,NA,NA,NA,519.716366286537,624.257014677507,1418.76594244888,1015.53772722657,295.70069116303,3999.42651987168,465.952604256895
"patient_1016","ctrl","CD4 T cells",502,67599,33307,80,19612,95,4,253,17,8,10,1023,327,80,6,1218,642,47,147,263,40,19,68,21,41,28,49,16,13,12,57,1006,610,596,206,515,252,416,542,96,227,210,62,16,63,603,611,481,360,357,434,310,562,173,57,49,55,97,6,2,4,92,1,0,5,9,26,0,1183.44945931153,290122.634950221,1405.34623293244,59.1724729655764,3742.65891507271,251.4830101037,118.344945931153,147.931182413941,15133.3599609462,4837.34966493587,1183.44945931153,88.7587094483646,18018.018018018,9497.18191097501,695.276557345523,2174.58838148493,3890.59009748665,591.724729655764,281.069246586488,1005.9320404148,310.655483069276,606.517847897158,414.207310759035,724.862793828311,236.689891862306,192.310537138123,177.517418896729,843.207739759464,14881.8769508425,9023.8021272504,8816.69847187089,3047.38235772719,7618.45589431796,3727.86579683131,6153.93718841995,8017.8700868356,1420.13935117383,3358.03784079646,3106.55483069276,917.173330966434,236.689891862306,931.966449207829,8920.25029956064,9038.5952454918,7115.48987411056,5325.52256690188,5281.1432121777,6420.21331676504,4585.86665483217,8313.73245166349,2559.20945576118,NA,NA,NA,NA,NA,NA,NA,1360.96687820826,14.7931182413941,0,73.9655912069705,133.138064172547,384.621074276247,0
"patient_1016","ctrl","CD8 T cells",504,56837,23322,105,5961,33,0,224,25,63,15,885,121,91,2,1415,730,57,151,215,53,28,86,23,22,18,27,42,9,26,89,1343,1194,1189,480,419,206,288,477,275,3750,243,173,10,215,12,246,17,219,8,104,226,122,378,123,202,214,459,10,1,15,142,2,0,1,15,28,0,1847.38814504636,104878.864120203,580.607702728856,0,3941.09470943224,439.854320249133,1108.43288702782,263.91259214948,15570.8429368193,2128.89491000581,1601.06972570685,35.1883456199307,24895.754526101,12843.7461512747,1002.86785016802,2656.72009430477,3782.74715414255,932.491158928163,492.636838679029,1513.09886165702,404.665974629203,387.071801819237,316.695110579376,475.042665869064,738.955258018544,158.347555289688,457.448493059099,1565.88138008692,23628.9740837835,21007.4423350986,20919.4714710488,8445.20294878336,7371.95840737548,3624.39959885286,5067.12176927002,8392.42043035347,4838.39752274047,65978.14803737,4275.38399282158,3043.791896124,175.941728099653,3782.74715414255,211.130073719584,4328.16651125147,299.100937769411,3853.12384538241,140.753382479723,1829.7939722364,3976.28305505217,2146.48908281577,6650.5973221669,NA,NA,NA,NA,NA,NA,NA,2498.37253901508,35.1883456199307,0,17.5941728099653,263.91259214948,492.636838679029,0
"patient_1016","ctrl","Dendritic cells",27,32919,21781,1089,4829,83,18,206,172,9,151,1294,122,122,58,2639,489,40,69,31,18,5,20,1,8,0,23,1,4,23,45,220,301,353,168,250,343,208,6,84,2,13,208,277,302,117,69,2,162,4,73,72,17,1456,2106,981,776,874,203,186,123,41,1,6,16,4,105,83,33081.1993073909,146693.398948935,2521.34025942465,546.796682766791,6257.78425833105,5224.94607977156,273.398341383396,4587.01661654364,39308.6059722349,3706.06640541936,3706.06640541936,1761.90042224855,80166.469212309,14854.6432151645,1215.10373948176,2096.05395060603,941.705398098363,546.796682766791,151.88796743522,607.551869740879,30.377593487044,243.020747896352,0,698.684650202011,30.377593487044,121.510373948176,698.684650202011,1366.99170691698,6683.07056714967,9143.65563960023,10723.2905009265,5103.43570582338,7594.39837176099,10419.5145660561,6318.53944530514,182.265560922264,2551.71785291169,60.7551869740879,394.908715331571,6318.53944530514,8414.59339591118,9174.03323308728,3554.17843798414,2096.05395060603,60.7551869740879,4921.17014490112,121.510373948176,2217.56432455421,2187.18673106717,516.419089279747,44229.776117136,NA,NA,NA,NA,NA,NA,NA,1245.4813329688,30.377593487044,182.265560922264,486.041495792703,121.510373948176,3189.64731613962,2521.34025942465
"patient_1016","ctrl","FCGR3A+ Monocytes",81,82304,59315,3926,31378,983,433,854,676,749,835,2114,730,355,316,5762,728,331,250,131,58,66,142,29,49,54,87,277,121,108,140,252,417,395,376,182,255,395,17,264,16,12,171,236,222,21,193,18,249,1,96,155,26,634,830,456,371,292,26,20,46,42,328,100,210,17,288,4,47701.2052877138,381245.139968896,11943.5264385692,5260.98367029549,10376.166407465,8213.45256609642,9100.40824261275,10145.3149300156,25685.2643856921,8869.5567651633,4313.27760497667,3839.42457231726,70008.7480559876,8845.2566096423,4021.67573872473,3037.51944012442,1591.66018662519,704.704510108865,801.905132192846,1725.31104199067,352.352255054432,595.353810264386,656.104199066874,1057.0567651633,3365.57153965785,1470.15940902022,1312.20839813375,1701.01088646967,3061.81959564541,5066.58242612753,4799.28071539658,4568.42923794712,2211.31415241058,3098.26982892691,4799.28071539658,206.55132192846,3207.62052877138,194.401244167963,145.800933125972,2077.6632970451,2867.41835147745,2697.31726283048,255.151632970451,2344.96500777605,218.701399688958,3025.36936236392,12.1500777604977,1166.40746500778,1883.26205287714,315.902021772939,7703.14930015552,NA,NA,NA,NA,NA,NA,NA,510.303265940902,3985.22550544324,1215.00777604977,2551.51632970451,206.55132192846,3499.22239502333,48.6003110419907
"patient_1016","ctrl","NK cells",90,11534,4142,23,1450,4,0,34,68,20,65,164,15,16,2,239,134,10,28,53,13,2,34,2,11,10,16,7,6,5,32,109,115,120,41,79,20,55,53,65,376,55,86,6,26,11,55,0,54,7,19,42,29,84,21,16,35,54,3,4,3,16,0,0,13,3,4,0,1994.10438702965,125715.276573608,346.800762961679,0,2947.80648517427,5895.61297034853,1734.00381480839,5635.51239812728,14218.8312814288,1300.50286110629,1387.20305184671,173.400381480839,20721.3455869603,11617.8255592162,867.001907404196,2427.60534073175,4595.11010924224,1127.10247962546,173.400381480839,2947.80648517427,173.400381480839,953.702098144616,867.001907404196,1387.20305184671,606.901335182937,520.201144442518,433.500953702098,2774.40610369343,9450.32079070574,9970.52193514826,10404.0228888504,3554.7078203572,6849.31506849315,1734.00381480839,4768.51049072308,4595.11010924224,5635.51239812728,32599.2717183978,4768.51049072308,7456.21640367609,520.201144442518,2254.20495925091,953.702098144616,4768.51049072308,0,4681.81029998266,606.901335182937,1647.30362406797,3641.40801109762,2514.30553147217,7282.81602219525,NA,NA,NA,NA,NA,NA,NA,1387.20305184671,0,0,1127.10247962546,260.100572221259,346.800762961679,0
"patient_1016","stim","B cells",123,26909,15765,10,2094,23,3,30,1,0,2,416,237,36,1,410,166,69,1155,1310,427,436,322,284,336,246,207,194,160,204,166,22,79,74,32,95,10,99,3,195,8,23,48,9,17,497,140,139,127,109,192,139,166,1552,784,527,325,394,103,118,35,156,369,13,61,69,82,9,371.622877104315,77817.8304656435,854.732617339923,111.486863131294,1114.86863131294,37.1622877104315,0,74.3245754208629,15459.5116875395,8807.46218737226,1337.84235757553,37.1622877104315,15236.5379612769,6168.93975993162,2564.19785201977,42922.4423055483,48682.5969006652,15868.2968523542,16202.7574417481,11966.2566427589,10554.0897097625,12486.528670705,9141.92277676614,7692.59355605931,7209.4838158237,5945.96603366903,7581.10669292802,6168.93975993162,817.570329629492,2935.82072912409,2750.00929057193,1189.19320673381,3530.41733249099,371.622877104315,3679.06648333271,111.486863131294,7246.64610353413,297.298301683452,854.732617339923,1783.78981010071,334.460589393883,631.758891077335,18469.6569920844,5202.7202794604,5165.55799174997,4719.61053922479,4050.68936043703,7135.15924040284,5165.55799174997,6168.93975993162,57675.8705265896,NA,NA,NA,NA,NA,NA,NA,5797.31688282731,13712.8841651492,483.109740235609,2266.89955033632,2564.19785201977,3047.30759225538,334.460589393883
"patient_1016","stim","CD14+ Monocytes",355,404081,270636,9484,56557,4098,481,3243,3665,286,2828,2347,5558,1116,220,43281,1375,1012,30471,5322,2361,3014,2762,2985,1335,2665,1186,3672,1215,1196,1196,2162,1756,1670,1339,1571,2375,2199,26,1486,34,17,2272,4588,2067,45,536,27,363,75,561,1224,142,2399,3999,1887,1161,1309,190,20,216,149,17748,7578,4576,2793,2299,2846,23470.5417973129,139964.51206565,10141.5310296698,1190.35539904128,8025.61862596856,9069.9636953977,707.778885916438,6998.59681598491,5808.24141694363,13754.6679997327,2761.82250588372,544.445296858798,107109.713151571,3402.78310536749,2504.44836555047,75408.1483662929,13170.6266812842,5842.88793583465,7458.90056696553,6835.26322692727,7387.13277783415,3303.79305139316,6595.21234603953,2935.05510033879,9087.28695484321,3006.82288947018,2959.80261383238,2959.80261383238,5350.41241731237,4345.66336947295,4132.83475342815,3313.69205679059,3887.83436984169,5877.53445472566,5441.97821723862,64.3435350833125,3677.48050514625,84.1415458781779,42.0707729390889,5622.63506574177,11354.1591908553,5115.31103912334,111.363810721118,1326.46672325598,66.8182864326707,898.334739817017,185.606351201863,1388.33550698994,3029.0956516144,351.414691608861,5936.92848711026,NA,NA,NA,NA,NA,NA,NA,368.737951054368,43921.8869484089,18753.6657254362,11324.462174663,6911.98051875738,5689.45335217444,7043.14234027336
"patient_1016","stim","CD4 T cells",461,73945,37959,96,12585,145,2,271,20,6,9,810,1298,68,7,922,546,100,3268,1894,1164,934,744,761,755,500,360,314,402,264,267,1257,500,433,205,333,225,351,234,148,301,256,51,23,53,708,584,332,290,527,339,322,535,225,59,65,66,85,9,1,4,133,114,22,92,442,114,9,1298.2622219217,170194.063155048,1960.91689769423,27.0471296233687,3664.88606396646,270.471296233687,81.1413888701062,121.712083305159,10954.0874974643,17553.5871255663,919.602407194536,94.6649536817905,12468.726756373,7383.86638717966,1352.35648116844,44195.0098045845,25613.6317533302,15741.4294408006,12631.0095341132,10061.5322198932,10291.4328216918,10210.2914328217,6761.78240584218,4868.48333220637,4246.39935086889,5436.47305429711,3570.22111028467,3610.79180471972,16999.1209682872,6761.78240584218,5855.70356345933,2772.33078639529,4503.34708229089,3042.80208262898,4746.77124890121,3164.51416593414,2001.48759212929,4070.59300831699,3462.0325917912,689.701805395902,311.04199066874,716.748935019271,9574.68388667253,7897.76185002367,4489.82351747921,3921.83379538846,7126.91865575766,4584.488471161,4354.58786936236,7235.10717425113,3042.80208262898,NA,NA,NA,NA,NA,NA,NA,1798.63411995402,1541.68638853202,297.518425857056,1244.16796267496,5977.41564676449,1541.68638853202,121.712083305159
"patient_1016","stim","CD8 T cells",489,75459,35232,74,4821,40,9,274,24,50,18,897,603,62,5,1125,571,133,3297,2782,1519,1176,998,924,878,442,375,281,514,331,440,2146,852,762,315,278,263,214,333,298,2804,353,139,16,156,38,432,15,308,42,113,288,217,402,142,214,248,245,9,5,15,164,93,36,37,367,188,22,980.664996885726,63888.9993241363,530.089187505798,119.270067188805,3631.11093441472,318.053512503479,662.611484382247,238.540134377609,11887.2500298175,7991.0945016499,821.638240633987,66.2611484382247,14908.7583986006,7567.02315164526,1762.54654845678,43692.6012801654,36867.7029910282,20130.1368955327,15584.6221126705,13225.7252282697,12245.0602313839,11635.4576657523,5857.48552193907,4969.58613286685,3723.87654222823,6811.6460594495,4386.48802661048,5830.98106256378,28439.2849096861,11290.8996938735,10098.1990219854,4174.45235160816,3684.11985316529,3485.33640785062,2835.97715315602,4412.99248598577,3949.16444691819,37159.2520441564,4678.03707973867,1842.05992658265,212.035675002319,2067.34783127261,503.584728130508,5724.96322506262,198.783445314674,4081.68674379464,556.593646881088,1497.50195470388,3816.64215004174,2875.73384221895,5327.39633443327,NA,NA,NA,NA,NA,NA,NA,2173.36566877377,1232.45736095098,477.080268755218,490.332498442863,4863.5682953657,2491.41918127725,291.549053128189
"patient_1016","stim","Dendritic cells",20,33221,20996,461,2574,106,29,273,173,3,117,476,267,80,14,1441,229,80,2147,508,216,318,254,266,207,154,181,285,136,126,148,230,166,184,127,190,256,174,2,130,6,11,133,295,234,226,110,17,95,10,75,210,17,1224,1094,567,352,495,116,74,65,90,1613,239,273,243,100,284,13876.764697029,77481.1113452334,3190.7528370609,872.941813912886,8217.69362752476,5207.54944161825,90.3043255771951,3521.86869751061,14328.286324915,8037.08497637037,2408.1153487252,421.420186026911,43376.1777189127,6893.2301857259,2408.1153487252,64627.7956714127,15291.532464405,6501.91144155805,9572.25851118268,7645.76623220252,8006.9835345113,6230.99846482647,4635.62204629602,5448.36097649077,8578.91092983354,4093.79609283285,3792.7816742422,4455.01339514163,6923.33162758496,4996.8393486048,5538.66530206797,3822.88311610126,5719.27395322236,7705.96911592065,5237.65088347732,60.2028837181301,3913.18744167846,180.60865115439,331.115860449716,4003.49176725565,8879.92534842419,7043.73739502122,6802.9258601487,3311.15860449716,511.724511604106,2859.63697661118,301.014418590651,2257.60813942988,6321.30279040366,511.724511604106,36844.1648354956,NA,NA,NA,NA,NA,NA,NA,2709.12976731585,48553.6257186719,7194.24460431655,8217.69362752476,7314.65037175281,3010.1441859065,8548.80948797447
